timestamp,is_random_set,training records,validation records,spatial_dropout_prop,recurr_units,recurrent_regularizer_l1_factor,recurrent_regularizer_l2_factor,recurrent_dropout_prop,conv_units,kernel_size_1,kernel_size_2,dense_units_1,dense_units_2,dropout_prop,lr,lr_decay_rate,lr_decay_step,batch_size,epochs,best_training_step,best_val_rmse,val_loss,val_rmse__last_10_avg,val_loss__last_10_avg,train_rmse__last_10_avg,train_loss__last_10_avg,local_path
20200802-191224,1,7352,1298,0.36,82,0.02215,0.01082,0.00209,25,7,4,82,57,0.35,0.0214,0.4,42,512,120,38,0.664838672,20.08891831,0.710209852,3.947830664,0.263874352,3.18965907,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-191224
20200802-194239,1,7352,1298,0.73,89,0.00549,0.0056,0.00425,10,4,6,20,17,0.58,0.0359,0.22,47,512,120,88,0.682485223,2.869794126,0.696617997,1.234094963,0.740533489,1.307132558,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-194239
20200802-201348,1,7352,1298,0.01,50,0.03494,0.01178,0.008,27,3,2,54,50,0.53,0.0291,0.18,26,512,120,70,0.710833788,1.490318687,0.729461801,0.916734327,0.346911579,0.220399531,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-201348
20200802-204324,1,7352,1298,0.21,70,0.01929,0.01779,0.00594,28,3,4,41,32,0.07,0.0063,0.03,39,512,120,47,0.672028363,0.944822716,0.676719373,0.830746125,0.359654069,0.215607109,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-204324
20200802-211443,1,7352,1298,0.07,108,0.01784,0.00816,0.0111,17,3,2,17,8,0.4,0.0162,0.66,32,512,120,33,0.721880198,8.283978578,0.745952207,6.74542324,0.407435209,6.13549634,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-211443
20200802-214635,1,7352,1298,0.89,53,0.022,0.00584,0.00534,31,2,2,46,39,0.53,0.0117,0.49,38,512,120,118,0.747407019,1.526870242,0.752344245,1.676203307,0.85150255,1.86799392,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-214635
20200802-221612,1,7352,1298,0.25,46,0.03412,0.01046,4.00E-05,26,2,4,59,31,0.52,0.0161,0.03,38,512,120,58,0.687436819,1.030067628,0.696790665,0.81101406,0.535431927,0.445753512,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-221612
20200802-224553,1,7352,1298,0.14,108,0.02801,0.02896,0.0068,15,3,4,35,21,0.35,0.0133,0.19,50,512,120,94,0.669260383,5.85886492,0.684930736,1.783761527,0.366946769,1.171107199,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-224553
20200802-231742,1,7352,1298,0.27,98,0.01301,0.01351,0.00325,13,3,4,29,23,0.24,0.0138,0.1,24,512,120,70,0.68242842,0.937271077,0.685188967,0.823337183,0.481649029,0.361053591,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-231742
20200802-234910,1,7352,1298,0.53,102,0.01192,0.03638,0.0034,17,2,2,32,24,0.46,0.0155,0.29,45,512,120,87,0.668873847,4.235270117,0.689263862,1.784657669,0.532868648,1.413222691,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200802-234910
20200803-002031,1,7352,1298,0.76,90,0.02241,0.04702,0.00014,20,2,5,53,51,0.67,0.0133,0.09,47,512,120,89,0.693121374,2.11507233,0.702394927,0.91674204,0.725554127,0.938982302,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-002031
20200803-005127,1,7352,1298,0.4,80,0.00923,0.01124,0.00229,18,7,6,21,20,0.47,0.0203,0.12,49,512,120,72,0.691294909,1.749705467,0.705268955,0.959438931,0.437921387,0.429030283,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-005127
20200803-012153,1,7352,1298,0.27,100,0.01333,0.02031,0.00023,19,4,2,43,32,0.55,0.0344,0.02,34,512,120,67,0.675957978,1.291567559,0.678438729,0.775251478,0.513667101,0.419743356,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-012153
20200803-015409,1,7352,1298,0.24,111,0.00956,0.01607,0.01438,31,3,2,46,44,0.52,0.0057,0.18,15,512,120,52,0.710296273,0.90832923,0.71332373,0.897136253,0.677957165,0.734010887,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-015409
20200803-022643,1,7352,1298,0.64,121,0.02572,0.02238,0.004,31,3,5,39,22,0.5,0.0078,0.18,56,512,120,74,0.683906913,4.599320833,0.700045061,1.907595265,0.605800796,1.685319232,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-022643
20200803-030028,1,7352,1298,0.41,44,0.03622,0.00676,0.01202,28,3,4,50,36,0.73,0.0336,0.41,20,512,120,72,0.727003455,1.942151124,0.734051955,1.03684506,0.673642498,0.842811712,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-030028
20200803-032945,1,7352,1298,0.34,78,0.02009,0.0354,0.01141,29,8,3,43,36,0.47,0.0176,0.21,31,512,120,44,0.666252792,3.567600827,0.677645308,0.943800518,0.425377768,0.410282287,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-032945
20200803-040011,1,7352,1298,0.48,86,0.02198,0.02465,0.00026,21,5,3,19,13,0.4,0.0301,0.13,51,512,120,44,0.678429723,30.76842366,0.696254325,1.326158349,0.507581484,0.917697135,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-040011
20200803-043049,1,7352,1298,0.23,90,0.00839,0.01598,0.00034,23,3,4,18,10,0.25,0.0076,0.17,51,512,120,70,0.699644744,1.324504896,0.711952007,0.978899487,0.404823661,0.359193711,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-043049
20200803-050136,1,7352,1298,0.61,80,0.03035,0.00945,0.00434,21,2,2,59,14,0.41,0.0028,0.05,40,512,120,77,0.725401998,1.03358248,0.729216903,0.871120466,0.83584736,1.108659533,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-050136
20200803-053147,1,7352,1298,0.02,75,0.00893,0.01396,0.00675,25,4,3,30,15,0.44,0.0069,0.43,55,512,120,105,0.702715218,1.823289316,0.726079828,1.295725944,0.410663542,0.690859515,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-053147
20200803-060130,1,7352,1298,0.49,106,0.04492,0.03123,0.01416,26,5,5,39,38,0.53,0.0115,0.38,38,512,120,44,0.668797851,16.88513443,0.709605217,4.007396132,0.492712626,3.562163219,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-060130
20200803-063408,1,7352,1298,0.07,124,0.01752,0.00831,0.00878,29,2,4,36,34,0.25,0.0128,0.19,37,512,120,49,0.674201131,5.436666877,0.68944034,1.07659191,0.275864089,0.334904184,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-063408
20200803-070729,1,7352,1298,0.12,41,0.03955,0.01977,0.0126,28,4,3,30,24,0.53,0.0219,0.26,36,512,120,82,0.68724525,1.228635088,0.706300479,1.013274847,0.443775535,0.489590174,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-070729
20200803-073652,1,7352,1298,0.12,86,0.03456,0.01364,0.00464,26,6,4,24,10,0.28,0.0071,0.03,32,512,120,54,0.715394914,1.200473606,0.722219408,0.886073471,0.517888647,0.425866722,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-073652
20200803-080805,1,7352,1298,0.15,57,0.01497,0.0313,0.00143,23,6,3,70,48,0.44,0.0206,0.07,23,512,120,27,0.678794146,1.336615992,0.697340763,0.856074039,0.472702029,0.34613511,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-080805
20200803-083754,1,7352,1298,0.09,119,0.02138,0.00897,0.01215,26,3,2,18,15,0.23,0.0064,0.47,29,512,120,43,0.695439577,8.358931696,0.724611259,1.883969743,0.345186284,1.151357933,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-083754
20200803-140053,1,7352,1298,0.02,126,0.02117,0.02949,0.00452,10,3,3,32,30,0.64,0.0259,0.24,41,512,120,93,0.719993591,5.134164342,0.73627423,3.922572114,0.516225362,3.444432518,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-140053
20200803-143420,1,7352,1298,0.09,59,0.04189,0.02147,0.00693,30,2,5,40,38,0.59,0.0106,0.02,23,512,120,40,0.705977976,1.054374181,0.712738508,0.864541584,0.623804861,0.59328275,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-143420
20200803-150359,1,7352,1298,0.83,108,0.02512,0.01016,0.01056,23,3,2,48,34,0.29,0.0124,0.03,47,512,120,52,0.691531479,1.366661459,0.694993663,0.833004606,0.731094927,0.894247274,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-150359
20200803-153603,1,7352,1298,0.45,118,0.00917,0.02809,0.00831,21,3,3,28,10,0.27,0.0216,0.01,15,512,120,92,0.689920127,0.787873979,0.690233976,0.788042006,0.692372614,0.751624513,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-153603
20200803-160952,1,7352,1298,0.49,82,0.00649,0.01527,0.00114,6,3,5,62,37,0.49,0.0197,0.14,28,512,120,55,0.692482114,1.578029032,0.708365583,0.84774384,0.603437161,0.559168201,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-160952
20200803-164003,1,7352,1298,0.33,123,0.03186,0.00785,0.00948,23,5,2,44,34,0.66,0.0233,0.11,25,512,120,47,0.705651164,8.76461732,0.712144309,0.824949496,0.622602397,0.598639535,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-164003
20200803-171352,1,7352,1298,0.13,98,0.01074,0.02992,0.00828,11,4,3,40,29,0.31,0.0366,0.36,23,512,120,59,0.680305719,3.830283262,0.690830457,1.127514545,0.256048849,0.382411361,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-171352
20200803-174526,1,7352,1298,0.11,102,0.02534,0.02224,0.0002,12,2,3,57,34,0.23,0.0071,0.05,38,512,120,68,0.691430628,1.284943467,0.701648557,0.893874005,0.421183231,0.286218193,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-174526
20200803-181739,1,7352,1298,0.83,123,0.01291,0.01988,0.01421,25,3,4,35,27,0.2,0.0149,0.36,23,512,120,108,0.679654837,1.173148506,0.682232308,1.005821945,0.697609705,1.004910549,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-181739
20200803-185131,1,7352,1298,0,122,0.01082,0.01579,0.00217,20,3,2,29,26,0.4,0.0225,0.62,42,512,120,92,0.703972638,9.663925166,0.758345747,9.389587925,0.327615395,8.601544997,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-185131
20200803-192430,1,7352,1298,0.49,82,0.00649,0.01527,0.00114,6,3,5,62,37,0.49,0.0197,0.14,28,512,120,50,0.684865475,1.582511421,0.703305912,0.831810943,0.567192239,0.500383503,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-192430
20200803-195440,1,7352,1298,0.23,84,0.02063,0.0273,7.00E-05,27,4,3,60,36,0.49,0.0125,0.02,30,512,120,20,0.709753394,11.91379509,0.723382378,0.89216439,0.565235639,0.485910194,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-195440
20200803-202636,1,7352,1298,0.31,93,0.0354,0.00954,0.00021,28,5,3,35,34,0.6,0.0204,0.29,32,512,120,41,0.686760545,14.69880599,0.711964428,1.763325374,0.492868879,1.305653696,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-202636
20200803-205904,1,7352,1298,0.46,105,0.01818,0.00995,0.00325,16,3,5,45,30,0.64,0.0198,0.12,32,512,120,47,0.699200034,4.302016768,0.707373571,0.844820764,0.635965961,0.652980427,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-205904
20200803-213137,1,7352,1298,0.38,29,0.01777,0.02123,0.00105,28,2,3,33,20,0.49,0.0118,0.17,31,512,120,39,0.695442855,1.013781647,0.705147654,0.835583304,0.594797623,0.549390208,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-213137
20200803-220110,1,7352,1298,0.2,83,0.02309,0.04576,0.00958,7,4,2,27,24,0.45,0.0123,0.19,13,512,120,16,0.719589889,2.706998725,0.728402048,0.857301371,0.672194248,0.695512397,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-220110
20200803-223108,1,7352,1298,0.39,44,0.02646,0.02387,0.00327,31,3,6,69,60,0.41,0.0126,0.09,43,512,120,52,0.66631633,1.204588008,0.687783176,0.872989544,0.431200016,0.319755305,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-223108
20200803-230049,1,7352,1298,0.03,90,0.01382,0.01153,0.00257,31,3,4,48,13,0.51,0.0244,0.09,28,512,120,24,0.70927465,17.45222077,0.744118696,0.922482797,0.531666571,0.48504049,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-230049
20200803-233234,1,7352,1298,0.59,110,0.00565,0.01959,0.0103,30,3,4,67,42,0.75,0.0271,0.28,44,512,120,103,0.695560813,1.696159143,0.714893711,1.706926585,0.667452532,1.548233278,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200803-233234
20200804-000520,1,7352,1298,0.28,89,0.02938,0.03728,0.0079,25,2,4,82,56,0.57,0.0211,0.49,19,512,120,45,0.68468672,6.197788515,0.715531284,1.449764312,0.470274407,0.912445539,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-000520
20200804-003611,1,7352,1298,0.03,108,0.03326,0.02936,0.00487,24,2,2,11,10,0.44,0.0137,0.03,23,512,120,11,0.72252959,33.06749409,0.745987427,0.866104143,0.65246563,0.667517195,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-003611
20200804-010826,1,7352,1298,0.26,16,0.01973,0.00652,0.00856,25,5,5,79,41,0.33,0.0392,0.57,13,512,120,26,0.716594756,1.565526114,0.731913531,0.917249235,0.419343212,0.287981779,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-010826
20200804-013752,1,7352,1298,0.54,125,0.01425,0.0237,0.00352,24,7,2,46,30,0.65,0.0352,0.65,16,512,120,110,0.701322198,4.731290756,0.723431391,3.372733113,0.630631286,3.161927355,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-013752
20200804-021201,1,7352,1298,0.42,41,0.02444,0.04078,0.01681,23,4,3,26,21,0.6,0.0222,0.02,26,512,120,33,0.706631362,0.887233809,0.710406065,0.792559168,0.667014766,0.697121752,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-021201
20200804-024203,1,7352,1298,0.77,51,0.02273,0.03606,0.00065,10,6,2,49,41,0.23,0.0127,0.31,25,512,120,74,0.697597206,1.288046579,0.707518131,0.90424821,0.687943447,0.816385452,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-024203
20200804-031149,1,7352,1298,0.15,126,0.00547,0.03892,0.01354,11,5,4,29,14,0.27,0.0164,0.01,56,512,120,80,0.699697733,0.962214797,0.703519225,0.901879599,0.33418546,0.23248045,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-031149
20200804-034555,1,7352,1298,0.37,89,0.02627,0.04497,0.01062,23,6,3,62,39,0.07,0.0046,0.35,17,512,120,36,0.695499659,1.723029863,0.700022471,0.919916261,0.442090076,0.328340204,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-034555
20200804-041738,1,7352,1298,0.46,110,0.03656,0.0375,0.01132,14,5,3,7,4,0.02,0.0145,0.18,51,512,120,71,0.676030576,8.61095268,0.695521551,2.108672655,0.317099527,1.42678726,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-041738
20200804-045020,1,7352,1298,0.55,121,0.02048,0.0249,8.00E-05,20,3,2,17,15,0.37,0.002,0.03,70,512,120,100,0.719915509,0.946004365,0.722702211,0.937035491,0.773036492,1.047630527,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-045020
20200804-052356,1,7352,1298,0.16,52,0.03892,0.01379,0.01488,27,4,7,35,30,0.14,0.0352,0.71,25,512,120,68,0.668162465,12.24607779,0.693936127,6.49404781,0.204977782,5.736845664,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-052356
20200804-055327,1,7352,1298,0.31,93,0.0354,0.00954,0.00021,28,5,3,35,34,0.6,0.0204,0.29,32,512,120,53,0.676582932,13.46949865,0.704814726,1.745220692,0.503476021,1.318285457,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-055327
20200804-062510,1,7352,1298,0.83,119,0.03699,0.03989,0.0006,25,3,4,63,38,0.24,0.0137,0.33,38,512,120,83,0.681655884,5.599731763,0.692587894,3.643731795,0.660140908,3.54645942,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-062510
20200804-065846,1,7352,1298,0.1,84,0.00965,0.02386,0.00947,21,3,3,19,9,0.47,0.025,0.13,18,512,120,10,0.700411439,11.39923087,0.727448171,0.859428142,0.566968042,0.521066876,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-065846
20200804-072901,1,7352,1298,0.22,115,0.01061,0.03696,0.00024,27,3,3,38,29,0.68,0.0225,0.07,53,512,120,94,0.708623171,2.1830126,0.729221058,0.950954508,0.588962287,0.634953056,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-072901
20200804-080157,1,7352,1298,0.26,113,0.04489,0.02875,0.00767,21,2,3,48,40,0.64,0.0176,0.12,19,512,120,31,0.703020155,5.757402023,0.718657553,0.860744895,0.628787541,0.600670999,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-080157
20200804-083444,1,7352,1298,0.58,125,0.0061,0.02848,0.00135,26,3,4,52,47,0.63,0.0199,0.6,28,512,120,87,0.668258429,3.071137037,0.695102793,2.500105149,0.570451975,2.186228685,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-083444
20200804-090830,1,7352,1298,0.53,55,0.01665,0.04322,0.00021,15,2,4,25,23,0.47,0.0129,0.37,29,512,120,85,0.671432555,1.320315455,0.683280426,0.925345789,0.575450689,0.65960938,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-090830
20200804-093820,1,7352,1298,0.53,105,0.0228,0.02851,0.0022,25,4,5,43,21,0.21,0.0081,0.05,14,512,120,25,0.689679265,1.600991332,0.694238454,0.835167985,0.73193168,0.876746045,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-093820
20200804-115942,1,7352,1298,0.82,91,0.01329,0.03809,0.00102,30,7,5,32,30,0.53,0.0255,0.51,33,512,120,92,0.691812873,5.236323487,0.707189691,3.097729234,0.708963382,3.033556402,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-115942
20200804-123133,1,7352,1298,0.19,109,0.04755,0.01963,0.01864,31,3,2,49,42,0.45,0.0087,0.15,17,512,120,34,0.685953557,5.392340063,0.692628717,0.825841272,0.575411993,0.51455646,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-123133
20200804-130410,1,7352,1298,0.25,37,0.03641,0.01293,0.00658,18,4,4,53,9,0.47,0.0065,0.12,29,512,120,88,0.720884144,0.847634681,0.722571629,0.850765294,0.690447915,0.729332627,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-130410
20200804-133348,1,7352,1298,0.67,67,0.01385,0.01436,0.00221,13,3,4,16,15,0.45,0.0079,0.41,41,512,120,68,0.709449232,2.016122119,0.723909688,1.338630646,0.66757831,1.189231167,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-133348
20200804-140343,1,7352,1298,0.49,75,0.00835,0.02917,0.00398,20,4,4,37,15,0.5,0.033,0.29,21,512,120,44,0.684191644,1.425198179,0.696078134,0.837928796,0.568326312,0.533187985,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-140343
20200804-143328,1,7352,1298,0.46,64,0.03766,0.01916,0.00047,26,4,4,59,44,0.56,0.0157,0.23,22,512,120,44,0.685005248,3.784627871,0.69651432,0.835567961,0.569591743,0.507268311,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-143328
20200804-150320,1,7352,1298,0,89,0.00735,0.03726,0.00634,27,4,3,24,15,0.32,0.0141,0.38,33,512,120,67,0.700405478,1.443408189,0.724603981,1.208578596,0.295820788,0.435906979,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-150320
20200804-153438,1,7352,1298,0,111,0.01666,0.03016,0.0002,28,3,3,62,51,0.62,0.019,0.21,42,512,120,62,0.694303572,5.818456145,0.719506824,1.958660823,0.405975598,1.309544059,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-153438
20200804-160701,1,7352,1298,0.45,81,0.00894,0.01847,0.00324,31,3,4,59,26,0.6,0.0141,0.29,30,512,120,33,0.667198241,2.454521893,0.693733084,0.927708836,0.520393664,0.552454814,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-160701
20200804-163721,1,7352,1298,0.1,102,0.01967,0.00694,0.00845,15,3,3,19,3,0.11,0.0145,0.21,30,512,120,31,0.706194162,5.279145041,0.722531688,1.056769269,0.298566073,0.380828609,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-163721
20200804-170927,1,7352,1298,0.12,125,0.01397,0.01255,0.00165,21,7,3,27,18,0.39,0.0167,0.14,44,512,120,57,0.680411279,4.152470739,0.688148409,1.298408523,0.334735528,0.635636038,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-170927
20200804-174445,1,7352,1298,0.45,75,0.02645,0.04229,0.00109,15,5,5,44,29,0.23,0.0082,0.41,24,512,120,53,0.69062674,1.735292735,0.701965791,1.105675274,0.464328793,0.541094731,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200804-174445
